,Year,Ceremony,Award ID,Award Type,Award Name,Work,Nominee,Winner
9625,1991,34,678,Work,"Best Pop Vocal Performance, Female",Get Here (Single),Oleta Adams,False
9626,1991,34,678,Work,"Best Pop Vocal Performance, Female",All The Man That I Need (Single),Whitney Houston,False
9627,1991,34,678,Work,"Best Pop Vocal Performance, Female",Something To Talk About,Bonnie Raitt,True
9628,1991,34,679,Work,"Best Pop Vocal Performance, Male",Warm Your Heart (Album),Aaron Neville,False
9629,1991,34,679,Work,"Best Pop Vocal Performance, Male",(Everything I Do) I Do It For You,Bryan Adams,False
9630,1991,34,679,Work,"Best Pop Vocal Performance, Male",Freedom 90 (Single),George Michael,False
9631,1991,34,679,Work,"Best Pop Vocal Performance, Male",Walking In Memphis (Single),Marc Cohn,False
9632,1991,34,679,Work,"Best Pop Vocal Performance, Male",Crazy (Single),Seal,False
9633,1991,34,679,Work,"Best Pop Vocal Performance, Male",When A Man Loves A Woman,Michael Bolton,True
9634,1991,34,680,Work,Best Pop Performance By A Duo Or Group With Vocal,More Than Words (Single),Extreme,False
9635,1991,34,680,Work,Best Pop Performance By A Duo Or Group With Vocal,"Right Here, Right Now (Single)",Jesus Jones,False
9636,1991,34,680,Work,Best Pop Performance By A Duo Or Group With Vocal,The Commitments - Original Motion Picture (Album),The Commitments,False
9637,1991,34,680,Work,Best Pop Performance By A Duo Or Group With Vocal,You're In Love (Single),Wilson Phillips,False
9638,1991,34,680,Work,Best Pop Performance By A Duo Or Group With Vocal,Losing My Religion,R.E.M.,True
9639,1991,34,682,Work,Best Pop Instrumental Performance,Saxuality (Album),Candy Dulfer,False
9640,1991,34,682,Work,Best Pop Instrumental Performance,Havana (Original Motion Picture Soundtrack) (Album),Dave Grusin,False
9641,1991,34,682,Work,Best Pop Instrumental Performance,John Williams Conducts John Williams/ The Star Wars Trilogy (Album),John Williams,False
9642,1991,34,682,Work,Best Pop Instrumental Performance,Theme From Dying Young (Track),Kenny G,False
9643,1991,34,682,Work,Best Pop Instrumental Performance,Robin Hood - Prince Of Thieves,Michael Kamen,True
9644,1991,34,685,Work,Best Engineered Album - Non-Classical,Storyville (Album),"Bob Clearmountain & Steve Nye, engineers (Robbie Robertson)",False
9645,1991,34,685,Work,Best Engineered Album - Non-Classical,Havana Soundtrack (Album),"Don Murray, engineer (Dave Grusin)",False
9646,1991,34,685,Work,Best Engineered Album - Non-Classical,Luck Of The Draw (Album),"Ed Cherney, engineer (Bonnie Raitt)",False
9647,1991,34,685,Work,Best Engineered Album - Non-Classical,Warm Your Heart,"George Massenburg, engineer (Aaron Neville)",False
9648,1991,34,685,Work,Best Engineered Album - Non-Classical,Unforgettable With Love,"David Reitzas, Al Schmitt, Armin Steiner & Woody Woodruff, engineers (Natalie Cole)",True
9649,1991,34,686,Nominee,Producer Of The Year (Non-Classical),,Andre Fischer (producer),False
9650,1991,34,686,Nominee,Producer Of The Year (Non-Classical),,Keith Thomas (producer),False
9651,1991,34,686,Nominee,Producer Of The Year (Non-Classical),,"Roy Halee, Paul Simon (producers)",False
9652,1991,34,686,Nominee,Producer Of The Year (Non-Classical),,"Walter Afanasieff, Mariah Carey (producers)",False
9653,1991,34,686,Nominee,Producer Of The Year (Non-Classical),,David Foster,True
9654,1991,34,687,Work,"Best Engineered Recording, Classical",Corigliano: Symphony No. 1 (Album),"Lawrence Rock, engineer (Daniel Barenboim, conductor)",False
9655,1991,34,687,Work,"Best Engineered Recording, Classical","Bartók: Music For Strings, Percussion And Celesta, Etc.","Stanley Goodall, engineer (Georg Solti, conductor)",False
9656,1991,34,687,Work,"Best Engineered Recording, Classical","Barber: Symphony No. 1, Op. 9; Piano Concerto Op. 38; Souvenirs, Op. 28 (Album)","William Hoekstra, engineer (Leonard Slatkin, conductor; John Browning, piano)",False
9657,1991,34,687,Work,"Best Engineered Recording, Classical",Wagner: Gotterdammerung (Album),"Wolfgang Mitlehner, engineer (James Levine, conductor; Cheryl Studer, Hildegard Behrens, Reiner Goldberg, Hanna Schwarz, Bernd Weikl, Ekkehard Wlaschiha, Matti Salminen)",False
9658,1991,34,687,Work,"Best Engineered Recording, Classical",Bernstein: Candide,"Gregor Zielinsky, engineer (Leonard Bernstein, conductor)",True
9659,1991,34,688,Nominee,Classical Producer Of The Year,,Hans Weber,False
9660,1991,34,688,Nominee,Classical Producer Of The Year,,Jay David Saks,False
9661,1991,34,688,Nominee,Classical Producer Of The Year,,Steven Epstein,False
9662,1991,34,688,Nominee,Classical Producer Of The Year,,Thomas Frost,False
9663,1991,34,688,Nominee,Classical Producer Of The Year,,James Mallinson,True
9664,1991,34,691,Work,"Best R&B Vocal Performance, Female",What You See Is What You Sweat (Album),Aretha Franklin,False
9665,1991,34,691,Work,"Best R&B Vocal Performance, Female",Good Woman (Album),Gladys Knight,False
9666,1991,34,691,Work,"Best R&B Vocal Performance, Female",Runnin' Back To You (Single),Vanessa Williams,False
9667,1991,34,691,Work,"Best R&B Vocal Performance, Female",How Can I Ease The Pain,Lisa Fischer,True
9668,1991,34,692,Work,"Best R&B Vocal Performance, Male",Love Over Due (Album),James Brown,False
9669,1991,34,692,Work,"Best R&B Vocal Performance, Male",Kissing You (Single),Keith Washington,False
9670,1991,34,692,Work,"Best R&B Vocal Performance, Male",Can You Stop The Rain (Single),Peabo Bryson,False
9671,1991,34,692,Work,"Best R&B Vocal Performance, Male",Gotta Have You (Single),Stevie Wonder,False
9672,1991,34,692,Work,"Best R&B Vocal Performance, Male",How Can You Mend A Broken Heart (Single),Teddy Pendergrass,False
9673,1991,34,692,Work,"Best R&B Vocal Performance, Male",Power Of Love,Luther Vandross,True
9674,1991,34,693,Work,Best R&B Performance By A Duo Or Group With Vocal,Doctor's Orders (Track),Aretha Franklin And Luther Vandross,False
9675,1991,34,693,Work,Best R&B Performance By A Duo Or Group With Vocal,I Wanna Sex You Up (Album),Color Me Badd,False
9676,1991,34,693,Work,Best R&B Performance By A Duo Or Group With Vocal,Superwoman (Single),"Dionne Warwick, Gladys Knight, Patti LaBelle",False
9677,1991,34,693,Work,Best R&B Performance By A Duo Or Group With Vocal,Gett Off (Single),Prince And The N.P.G.,False
9678,1991,34,693,Work,Best R&B Performance By A Duo Or Group With Vocal,Cooleyhighharmony,Boyz II Men,True
9679,1991,34,694,Work,Best Rhythm & Blues Song,I'll Take You There (Single),"Alvertis Isbell, songwriter (BeBe And CeCe Winans Featuring Mavis Staples)",False
9680,1991,34,694,Work,Best Rhythm & Blues Song,I Wanna Sex You Up (Single),"Dr. Freeze, songwriter (Color Me Badd)",False
9681,1991,34,694,Work,Best Rhythm & Blues Song,How Can I Ease The Pain,"Lisa Fischer & Narada Michael Walden, songwriters (Lisa Fischer)",False
9682,1991,34,694,Work,Best Rhythm & Blues Song,Can You Stop The Rain (Single),"Walter Afanasieff & John Bettis, songwriters (Peabo Bryson)",False
9683,1991,34,694,Work,Best Rhythm & Blues Song,Power Of Love/Love Power,"Marcus Miller, Luther Vandross & Teddy Vann, songwriters (Luther Vandross)",True
9684,1991,34,697,Work,Best Rap Performance By A Duo Or Group,Now That We Found Love (Single),Heavy D And The Boyz,False
9685,1991,34,697,Work,Best Rap Performance By A Duo Or Group,O.P.P. (Single),Naughty By Nature,False
9686,1991,34,697,Work,Best Rap Performance By A Duo Or Group,Apocalypse 91...The Enemy Strikes Black (Album),Public Enemy,False
9687,1991,34,697,Work,Best Rap Performance By A Duo Or Group,Let's Talk About Sex (Single),Salt-N-Pepa,False
9688,1991,34,697,Work,Best Rap Performance By A Duo Or Group,Summertime,D.J. Jazzy Jeff & The Fresh Prince,True
9689,1991,34,698,Work,Best Reggae Album,Iron Storm (Album),Black Uhuru,False
9690,1991,34,698,Work,Best Reggae Album,Gumption (Album),Bunny Wailer,False
9691,1991,34,698,Work,Best Reggae Album,We Must Carry On (Album),Rita Marley,False
9692,1991,34,698,Work,Best Reggae Album,Victims (Album),Steel Pulse,False
9693,1991,34,698,Work,Best Reggae Album,Jahmekya (Album),Ziggy Marley And The Melody Makers,False
9694,1991,34,698,Work,Best Reggae Album,As Raw As Ever,Shabba Ranks,True
9695,1991,34,700,Work,"Best Rock Vocal Performance, Solo",The Fire Inside (Album),Bob Seger,False
9696,1991,34,700,Work,"Best Rock Vocal Performance, Solo",Can't Stop This Thing We Started (Single),Bryan Adams,False
9697,1991,34,700,Work,"Best Rock Vocal Performance, Solo",24 Nights (Album),Eric Clapton,False
9698,1991,34,700,Work,"Best Rock Vocal Performance, Solo",Whenever We Wanted (Album),John Mellencamp,False
9699,1991,34,700,Work,"Best Rock Vocal Performance, Solo",Storyville (Album),Robbie Robertson,False
9700,1991,34,700,Work,"Best Rock Vocal Performance, Solo",Luck Of The Draw,Bonnie Raitt,True
9701,1991,34,701,Work,Best Rock Performance By A Duo Or Group With Vocal,Been Caught Stealing (Single),Jane's Addiction,False
9702,1991,34,701,Work,Best Rock Performance By A Duo Or Group With Vocal,Silent Lucidity (Single),Queensryche,False
9703,1991,34,701,Work,Best Rock Performance By A Duo Or Group With Vocal,Radio Song (Album),R.E.M.,False
9704,1991,34,701,Work,Best Rock Performance By A Duo Or Group With Vocal,Into The Great Wide Open (Album),Tom Petty And The Heartbreakers,False
9705,1991,34,701,Work,Best Rock Performance By A Duo Or Group With Vocal,"Good Man, Good Woman",Bonnie Raitt & Delbert McClinton,True
9706,1991,34,702,Work,Best Hard Rock Performance With Vocal,Moneytalks (Track),AC/DC,False
9707,1991,34,702,Work,Best Hard Rock Performance With Vocal,Man In The Box (Single),Alice In Chains,False
9708,1991,34,702,Work,Best Hard Rock Performance With Vocal,Use Your Illusion I (Album),Guns N' Roses,False
9709,1991,34,702,Work,Best Hard Rock Performance With Vocal,For Unlawful Carnal Knowledge,Van Halen,True
9710,1991,34,703,Work,Best Metal Performance,Attack Of The Killer B's (Album),Anthrax,False
9711,1991,34,703,Work,Best Metal Performance,Hangar 18 (LP Version) (Single),Megadeth,False
9712,1991,34,703,Work,Best Metal Performance,1916 (Album),Motorhead,False
9713,1991,34,703,Work,Best Metal Performance,Badmotorfinger (Album),Soundgarden,False
9714,1991,34,703,Work,Best Metal Performance,Metallica,Metallica,True
9715,1991,34,704,Work,Best Rock Instrumental Performance,88 Elmira Street (Album),Danny Gatton,False
9716,1991,34,704,Work,Best Rock Instrumental Performance,Where's My Thing? (Track),Rush,False
9717,1991,34,704,Work,Best Rock Instrumental Performance,Masquerade (Track),Steve Howe,False
9718,1991,34,704,Work,Best Rock Instrumental Performance,Kind Of Bird (Track),The Allman Brothers Band,False
9719,1991,34,704,Work,Best Rock Instrumental Performance,Cliffs Of Dover,Eric Johnson,True
9720,1991,34,705,Work,Best Rock Song,Can't Stop This Thing We Started,"Bryan Adams & Robert John ""Mutt"" Lange, songwriters (Bryan Adams)",False
9721,1991,34,705,Work,Best Rock Song,Silent Lucidity (Single),"Chris DeGarmo, songwriter (Queensryche)",False
9722,1991,34,705,Work,Best Rock Song,Been Caught Stealing (Single),"Jane's Addiction, songwriters (Jane's Addiction)",False
9723,1991,34,705,Work,Best Rock Song,Learning To Fly (Single),"Jeff Lynne & Tom Petty, songwriters (Tom Petty And The Heartbreakers)",False
9724,1991,34,705,Work,Best Rock Song,Enter Sandman,"Kirk Hammett, James Hetfield & Lars Ulrich, songwriters (Metallica)",False
9725,1991,34,705,Work,Best Rock Song,Soul Cages,"Sting, songwriter (Sting)",True
9726,1991,34,708,Work,Best Spoken Word Or Non-Musical Album,A Life On The Road (Album),Charles Kuralt,False
9727,1991,34,708,Work,Best Spoken Word Or Non-Musical Album,The Hitchhiker's Guide To The Galaxy (Album),Douglas Adams,False
9728,1991,34,708,Work,Best Spoken Word Or Non-Musical Album,Me: Stories Of My Life (Album),Katharine Hepburn,False
9729,1991,34,708,Work,Best Spoken Word Or Non-Musical Album,The Civil War,Ken Burns,True
9730,1991,34,711,Work,Best Traditional Pop Performance,Warm All Over (Track),Barbra Streisand,False
9731,1991,34,711,Work,Best Traditional Pop Performance,Pure Schuur (Album),Diane Schuur,False
9732,1991,34,711,Work,Best Traditional Pop Performance,"Blue Light, Red Light (Someone's There) (Album)",Harry Connick Jr.,False
9733,1991,34,711,Work,Best Traditional Pop Performance,In A Sentimental Mood: Mathis Sings Ellington (Album),Johnny Mathis,False
9734,1991,34,711,Work,Best Traditional Pop Performance,Unforgettable,"Natalie Cole (With Nat ""King"" Cole)",True
9735,1991,34,713,Work,Best Musical Show Album,The Music Man,"Elaine L. Martone & Robert Woods, producers (Erich Kunzel, conductor; Timothy Noble, Kathleen Brett, Doc Severinsen)",False
9736,1991,34,713,Work,Best Musical Show Album,Kiss Me Kate,"John Fraser, producer (John McGlinn, Josephine Barstow, Thomas Hampson, Kim Criswell)",False
9737,1991,34,713,Work,Best Musical Show Album,Assassins (Album),"Stephen Sondheim, composer; Stephen Sondheim, lyricist; Jay David Saks, producer (Original Cast)",False
9738,1991,34,713,Work,Best Musical Show Album,The Will Rogers Follies,"Cy Coleman, composer; Betty Comden & Adolph Green, lyricists; Mike Berniker & Cy Coleman, producers (Original Broadway Cast)",True
9739,1991,34,715,Work,Best Comedy Album,"When You Look Like Your Passport Photo, It's Time To Go Home (Album)",Erma Bombeck,False
9740,1991,34,715,Work,Best Comedy Album,Local Man Moves To The City (Album),Garrison Keillor,False
9741,1991,34,715,Work,Best Comedy Album,Parental Advisory: Explicit Lyrics,George Carlin,False
9742,1991,34,715,Work,Best Comedy Album,Brand New (Album),Jackie Mason,False
9743,1991,34,715,Work,Best Comedy Album,P.D.Q. Bach: WTWP Classical Talkity-Talk Radio,Peter Schickele,True
9744,1991,34,716,Work,Best World Music Album,Brazilian Serenata (Album),Dori Caymmi,False
9745,1991,34,716,Work,Best World Music Album,Este Mundo (Album),Gipsy Kings,False
9746,1991,34,716,Work,Best World Music Album,Txai (Album),Milton Nascimento,False
9747,1991,34,716,Work,Best World Music Album,Amen (Album),Salif Keita,False
9748,1991,34,716,Work,Best World Music Album,Planet Drum,Mickey Hart,True
9749,1991,34,751,Work,Best Rap Solo Performance,New Jack Hustler (Nino's Theme) (Single),Ice-T,False
9750,1991,34,751,Work,Best Rap Solo Performance,Here Comes The Hammer (Version 1) (Single),M.C. Hammer,False
9751,1991,34,751,Work,Best Rap Solo Performance,It's A Shame (My Sister) (Single),Monie Love,False
9752,1991,34,751,Work,Best Rap Solo Performance,Fly Girl (Single),Queen Latifah,False
9753,1991,34,751,Work,Best Rap Solo Performance,Mama Said Knock You Out,LL Cool J,True
9754,1992,35,584,Work,Best Alternative Music Album,Your Arsenal (Album),Morrissey,False
9755,1992,35,584,Work,Best Alternative Music Album,Good Stuff (Album),The B-52's,False
9756,1992,35,584,Work,Best Alternative Music Album,Wish (Album),The Cure,False
9757,1992,35,584,Work,Best Alternative Music Album,Nonsuch (Album),XTC,False
9758,1992,35,584,Work,Best Alternative Music Album,Bone Machine,Tom Waits,True
9759,1992,35,585,Work,Best Traditional Blues Album,Roots Of Rhythm And Blues: A Tribute To The Robert Johnson Era (Album),(Various Artists),False
9760,1992,35,585,Work,Best Traditional Blues Album,Someone To Love (Album),Charles Brown,False
9761,1992,35,585,Work,Best Traditional Blues Album,No Looking Back (Album),"Clarence ""Gatemouth"" Brown",False
9762,1992,35,585,Work,Best Traditional Blues Album,Got Love If You Want It (Album),John Hammond,False
9763,1992,35,585,Work,Best Traditional Blues Album,Goin' Back To New Orleans,Dr. John,True
9764,1992,35,586,Work,Best Contemporary Blues Album,The Right Time (Album),Etta James,False
9765,1992,35,586,Work,Best Contemporary Blues Album,Peace To The Neighborhood (Album),Pops Staples,False
9766,1992,35,586,Work,Best Contemporary Blues Album,Robben Ford And The Blue Line (Album),Robben Ford And The Blue Line,False
9767,1992,35,586,Work,Best Contemporary Blues Album,I Was Warned (Album),The Robert Cray Band,False
9768,1992,35,586,Work,Best Contemporary Blues Album,The Sky Is Crying,Stevie Ray Vaughan & Double Trouble,True
9769,1992,35,587,Work,Best Album For Children,Chipmunks In Low Places (Album),Alvin And The Chipmunks,False
9770,1992,35,587,Work,Best Album For Children,Snuggle Up - A Gift Of Songs For Sweet Dreams (Album),"J. Aaron Brown, Barbara Bailey Hutchison, David R. Lehman",False
9771,1992,35,587,Work,Best Album For Children,Pete Seeger's Family Concert (Album),Pete Seeger,False
